file,index,ground_truth,predicted,confidence,evidence_type,inference_time
result_1049.json,1049,1,1,High,image_evidence,15.971966028213501
result_105.json,105,1,1,High,image_evidence,19.28822922706604
result_1050.json,1050,0,0,High,text_evidence,10.80807614326477
result_1051.json,1051,1,1,High,text_evidence,15.72570013999939
result_1052.json,1052,0,0,High,image_evidence,8.737844705581665
result_1054.json,1054,0,1,High,text_evidence,24.834952354431152
result_1055.json,1055,1,1,High,text_evidence,14.68847393989563
result_1056.json,1056,0,0,High,image_evidence,14.241466760635376
result_1057.json,1057,1,1,High,image_evidence,24.15207576751709
result_1058.json,1058,0,0,High,image_evidence,17.55860686302185
result_1059.json,1059,1,1,High,image_evidence,12.27931022644043
result_106.json,106,0,0,High,image_evidence,15.231261253356934
result_1060.json,1060,0,1,High,image_evidence,8.871407270431519
result_1061.json,1061,1,1,High,image_evidence,15.24166226387024
result_1062.json,1062,0,0,High,image_evidence,16.47331953048706
result_1063.json,1063,1,1,High,image_evidence,19.331774711608887
result_1066.json,1066,0,1,High,text_evidence,10.621807336807251
result_1067.json,1067,1,1,High,image_evidence,13.551719427108765
result_107.json,107,1,1,High,image_evidence,22.093005895614624
result_1070.json,1070,0,0,High,text_evidence,15.686237573623657
result_1071.json,1071,1,1,High,text_evidence,17.047629833221436
result_1072.json,1072,0,0,High,image_evidence,26.86951732635498
result_1073.json,1073,1,1,High,text_evidence,13.203985452651978
result_1074.json,1074,0,0,High,image_evidence,15.936284065246582
result_1075.json,1075,1,1,High,image_evidence,16.80190086364746
result_1076.json,1076,0,0,High,image_evidence,6.975351572036743
result_1077.json,1077,1,1,High,image_evidence,12.812525749206543
result_1078.json,1078,0,1,High,image_evidence,11.17200231552124
result_1079.json,1079,1,1,High,image_evidence,12.081124544143677
result_108.json,108,0,0,High,text_evidence,16.427587509155273
result_1080.json,1080,0,0,High,image_evidence,16.22214913368225
result_1082.json,1082,0,1,High,text_evidence,8.260167360305786
result_1083.json,1083,1,1,High,image_evidence,13.405486822128296
result_1084.json,1084,0,0,High,text_evidence,10.058870077133179
result_1085.json,1085,1,1,High,text_evidence,19.127763271331787
result_1086.json,1086,0,0,High,text_evidence,16.685463190078735
result_1087.json,1087,1,1,High,image_evidence,18.78558659553528
result_1089.json,1089,1,1,High,image_evidence,15.322274923324585
result_109.json,109,1,1,High,text_evidence,23.139798402786255
result_1090.json,1090,0,0,High,text_evidence,9.46814751625061
result_1091.json,1091,1,1,High,text_evidence,11.849162817001343
result_1092.json,1092,0,1,High,image_evidence,18.55055022239685
result_1093.json,1093,1,1,High,image_evidence,17.534969329833984
result_1094.json,1094,0,0,High,text_evidence,18.078983783721924
result_1095.json,1095,1,1,High,text_evidence,17.46260690689087
result_1096.json,1096,0,1,High,image_evidence,16.82821249961853
result_1098.json,1098,0,0,High,image_evidence,14.118674993515015
result_1099.json,1099,1,1,High,text_evidence,14.758168697357178
result_11.json,11,1,1,High,text_evidence,13.54483962059021
result_110.json,110,0,1,High,image_evidence,21.58314871788025
result_1100.json,1100,0,0,High,text_evidence,12.988580226898193
result_1101.json,1101,1,1,High,text_evidence,15.748836994171143
result_1102.json,1102,0,1,High,text_evidence,17.09781289100647
result_1104.json,1104,0,1,High,image_evidence,15.157021522521973
result_1105.json,1105,1,1,High,text_evidence,13.347975492477417
result_1106.json,1106,0,0,High,image_evidence,12.81999921798706
result_1107.json,1107,1,1,High,text_evidence,13.506182432174683
result_1108.json,1108,0,1,High,text_evidence,20.06430220603943
result_111.json,111,1,1,High,image_evidence,11.312477588653564
result_1110.json,1110,0,0,High,image_evidence,13.183094024658203
result_1111.json,1111,1,1,High,image_evidence,21.71268630027771
result_1112.json,1112,0,0,High,text_evidence,23.815916538238525
result_1113.json,1113,1,1,High,text_evidence,21.320432424545288
result_1114.json,1114,0,0,High,image_evidence,15.475794076919556
result_1115.json,1115,1,1,High,image_evidence,11.820420980453491
result_1116.json,1116,0,0,High,text_evidence,17.619565725326538
result_1117.json,1117,1,1,High,text_evidence,11.70628309249878
result_1118.json,1118,0,1,High,text_evidence,16.506367683410645
result_1119.json,1119,1,1,High,text_evidence,12.286047458648682
result_112.json,112,0,0,High,text_evidence,9.86689043045044
result_1122.json,1122,0,0,High,text_evidence,9.755242347717285
result_1123.json,1123,1,1,High,text_evidence,20.301572561264038
result_1124.json,1124,0,0,High,text_evidence,14.309617757797241
result_1125.json,1125,1,1,High,text_evidence,13.833682775497437
result_1128.json,1128,0,1,High,image_evidence,17.51180624961853
result_1129.json,1129,1,1,High,text_evidence,15.863853693008423
result_113.json,113,1,1,High,image_evidence,14.415252447128296
result_1130.json,1130,0,0,High,text_evidence,17.565040826797485
result_1131.json,1131,1,1,High,text_evidence,12.226056575775146
result_1132.json,1132,0,1,High,text_evidence,20.08076786994934
result_1133.json,1133,1,1,High,text_evidence,19.246840238571167
result_1134.json,1134,0,0,High,image_evidence,13.255676984786987
result_1135.json,1135,1,1,High,image_evidence,11.884664535522461
result_1136.json,1136,0,0,High,text_evidence,13.4128897190094
result_1137.json,1137,1,1,High,text_evidence,15.517032861709595
result_1139.json,1139,1,1,High,image_evidence,13.274158477783203
result_114.json,114,0,1,Medium,image_evidence,18.297285795211792
result_1140.json,1140,0,0,High,text_evidence,23.16449546813965
result_1141.json,1141,1,1,High,text_evidence,15.34511113166809
result_1142.json,1142,0,1,High,image_evidence,18.518278121948242
result_1143.json,1143,1,1,High,image_evidence,10.806277751922607
result_1144.json,1144,0,0,High,text_evidence,16.264252185821533
result_1145.json,1145,1,1,High,text_evidence,16.14797854423523
result_1146.json,1146,0,0,High,text_evidence,16.69785737991333
result_1147.json,1147,1,1,High,text_evidence,19.25089979171753
result_1148.json,1148,0,0,High,text_evidence,11.167254209518433
result_1149.json,1149,1,1,High,text_evidence,15.210997104644775
result_115.json,115,1,1,High,image_evidence,23.784735918045044
result_1150.json,1150,0,0,High,image_evidence,18.65813899040222
result_1151.json,1151,1,1,High,image_evidence,19.672643184661865
result_1152.json,1152,0,0,High,image_evidence,14.286905527114868
result_1153.json,1153,1,1,High,image_evidence,12.424929857254028
result_1154.json,1154,0,0,High,image_evidence,26.80577778816223
result_1155.json,1155,1,1,High,image_evidence,16.17534041404724
result_1156.json,1156,0,0,High,text_evidence,20.029819011688232
result_1157.json,1157,1,1,High,text_evidence,10.586743831634521
result_1158.json,1158,0,0,High,text_evidence,14.352096796035767
result_1159.json,1159,1,1,High,text_evidence,16.589013814926147
result_116.json,116,0,0,High,image_evidence,17.44186782836914
result_1160.json,1160,0,0,High,image_evidence,13.39058518409729
result_1162.json,1162,0,0,High,image_evidence,13.466575622558594
result_1163.json,1163,1,1,High,image_evidence,14.21246075630188
result_1164.json,1164,0,0,High,text_evidence,12.82829213142395
result_1165.json,1165,1,1,High,text_evidence,18.98380184173584
result_1166.json,1166,0,0,High,text_evidence,21.604507207870483
result_1167.json,1167,1,1,High,text_evidence,19.12566065788269
result_117.json,117,1,1,High,text_evidence,14.297611474990845
result_1170.json,1170,0,0,High,image_evidence,21.776982307434082
result_1171.json,1171,1,1,High,image_evidence,17.878096342086792
result_1172.json,1172,0,0,High,text_evidence,22.220996379852295
result_1173.json,1173,1,1,High,text_evidence,10.601145267486572
result_1174.json,1174,0,0,High,image_evidence,15.126811981201172
result_1175.json,1175,1,1,High,text_evidence,8.33791708946228
result_1176.json,1176,0,0,High,text_evidence,15.356955289840698
result_1177.json,1177,1,1,High,text_evidence,12.78512692451477
result_1178.json,1178,0,0,High,image_evidence,13.302557229995728
result_1179.json,1179,1,1,High,text_evidence,11.09900188446045
result_118.json,118,0,1,High,image_evidence,14.56486201286316
result_1180.json,1180,0,0,High,image_evidence,23.821468353271484
result_1181.json,1181,1,1,High,image_evidence,18.131873846054077
result_1182.json,1182,0,0,High,image_evidence,16.234475135803223
result_1183.json,1183,1,1,High,text_evidence,15.388423681259155
result_119.json,119,1,1,High,image_evidence,18.773739337921143
result_12.json,12,0,0,High,image_evidence,14.74246096611023
result_120.json,120,0,0,High,image_evidence,21.636969089508057
result_121.json,121,1,1,High,text_evidence,19.40378212928772
result_122.json,122,0,0,High,image_evidence,14.624224662780762
result_123.json,123,1,1,High,image_evidence,12.362993955612183
result_124.json,124,0,0,High,image_evidence,9.198557615280151
result_125.json,125,1,1,High,text_evidence,11.193305969238281
result_126.json,126,0,0,High,text_evidence,26.40751552581787
result_127.json,127,1,1,High,text_evidence,11.662246227264404
result_128.json,128,0,0,High,text_evidence,12.212059259414673
result_129.json,129,1,1,High,text_evidence,22.263667583465576
result_13.json,13,1,1,Medium,text_evidence,12.806938171386719
result_130.json,130,0,0,High,image_evidence,15.822960376739502
result_131.json,131,1,1,High,image_evidence,11.871119499206543
result_132.json,132,0,0,High,text_evidence,13.9703369140625
result_133.json,133,1,1,High,text_evidence,11.136744976043701
result_134.json,134,0,0,High,text_evidence,13.982137203216553
result_135.json,135,1,0,High,text_evidence,7.314902067184448
result_136.json,136,0,0,High,text_evidence,15.006450176239014
result_137.json,137,1,1,High,text_evidence,20.550100326538086
result_138.json,138,0,0,High,image_evidence,16.118098974227905
result_139.json,139,1,1,High,image_evidence,12.199114084243774
result_14.json,14,0,0,High,text_evidence,11.896165132522583
result_140.json,140,0,1,High,image_evidence,10.844635725021362
result_141.json,141,1,1,High,image_evidence,11.3262460231781
result_142.json,142,0,0,High,image_evidence,16.85379457473755
result_143.json,143,1,1,High,text_evidence,12.255532264709473
result_144.json,144,0,0,High,text_evidence,13.452300310134888
result_145.json,145,1,1,High,text_evidence,10.782509803771973
result_146.json,146,0,1,High,text_evidence,15.211395502090454
result_147.json,147,1,1,High,text_evidence,18.495558500289917
result_148.json,148,0,0,High,image_evidence,9.364579916000366
result_149.json,149,1,1,High,image_evidence,24.603025197982788
result_15.json,15,1,1,High,text_evidence,13.31262731552124
result_150.json,150,0,0,High,text_evidence,19.58053207397461
result_151.json,151,1,1,High,text_evidence,13.34096384048462
result_152.json,152,0,1,High,image_evidence,18.634475469589233
result_153.json,153,1,1,High,image_evidence,14.84097409248352
result_154.json,154,0,0,High,image_evidence,9.849022388458252
result_155.json,155,1,1,High,image_evidence,16.64582633972168
result_156.json,156,0,0,High,image_evidence,14.070639610290527
result_157.json,157,1,1,High,image_evidence,13.009392499923706
result_16.json,16,0,0,High,text_evidence,10.980250835418701
result_160.json,160,0,0,High,text_evidence,10.5509672164917
result_161.json,161,1,0,High,text_evidence,12.224604845046997
result_162.json,162,0,1,High,text_evidence,12.394422054290771
result_163.json,163,1,1,High,text_evidence,11.562228202819824
result_164.json,164,0,0,High,text_evidence,17.55661177635193
result_165.json,165,1,1,High,text_evidence,22.405216932296753
result_166.json,166,0,0,High,text_evidence,14.038317441940308
result_167.json,167,1,1,High,text_evidence,20.238221168518066
result_168.json,168,0,0,High,text_evidence,10.460416316986084
result_169.json,169,1,1,High,text_evidence,13.584788799285889
result_17.json,17,1,1,High,image_evidence,14.56414532661438
result_170.json,170,0,0,High,image_evidence,14.949898958206177
result_171.json,171,1,1,High,text_evidence,13.644773483276367
result_172.json,172,0,0,High,text_evidence,13.48497986793518
result_173.json,173,1,1,High,text_evidence,18.401013135910034
result_174.json,174,0,1,High,image_evidence,21.61753010749817
result_175.json,175,1,1,High,text_evidence,13.28230094909668
result_176.json,176,0,0,High,text_evidence,14.65418553352356
result_177.json,177,1,1,High,image_evidence,20.0558660030365
result_178.json,178,0,0,High,text_evidence,15.848453998565674
result_179.json,179,1,1,High,text_evidence,16.924760103225708
result_18.json,18,0,0,High,text_evidence,9.84661865234375
result_180.json,180,0,0,High,text_evidence,33.9760947227478
result_181.json,181,1,1,High,text_evidence,18.274266719818115
result_182.json,182,0,0,High,image_evidence,17.24813437461853
result_183.json,183,1,1,High,text_evidence,9.61667513847351
result_184.json,184,0,0,High,image_evidence,6.993041753768921
result_185.json,185,1,1,High,image_evidence,11.089251041412354
result_186.json,186,0,0,High,image_evidence,14.144116401672363
result_187.json,187,1,1,High,image_evidence,16.709336757659912
result_19.json,19,1,1,High,text_evidence,10.63698959350586
result_190.json,190,0,0,High,text_evidence,9.017991781234741
result_191.json,191,1,1,High,text_evidence,10.689524412155151
result_192.json,192,0,0,High,text_evidence,13.604656219482422
result_193.json,193,1,1,High,image_evidence,19.212473392486572
result_196.json,196,0,1,High,image_evidence,13.357535123825073
result_197.json,197,1,1,High,image_evidence,9.072663068771362
result_198.json,198,0,0,High,text_evidence,8.719824075698853
result_199.json,199,1,1,High,image_evidence,19.954264640808105
result_2.json,2,0,0,High,text_evidence,10.149330615997314
result_20.json,20,0,0,High,text_evidence,10.421433210372925
result_200.json,200,0,1,High,image_evidence,26.760935306549072
result_2000.json,2000,0,1,High,image_evidence,20.9127516746521
result_2002.json,2002,0,1,High,text_evidence,19.429727792739868
result_2003.json,2003,1,1,High,text_evidence,12.21053695678711
result_2004.json,2004,0,1,High,text_evidence,17.852885246276855
result_2005.json,2005,1,1,High,image_evidence,25.377910137176514
result_2006.json,2006,0,0,High,image_evidence,13.091372966766357
result_2007.json,2007,1,1,High,image_evidence,10.393210887908936
result_2008.json,2008,0,0,High,image_evidence,10.118777990341187
result_2009.json,2009,1,1,High,image_evidence,22.261473178863525
result_201.json,201,1,1,High,image_evidence,7.452538013458252
result_2010.json,2010,0,0,High,text_evidence,13.911868810653687
result_2011.json,2011,1,0,High,text_evidence,9.63175630569458
result_2012.json,2012,0,0,High,text_evidence,14.051055192947388
result_2013.json,2013,1,1,High,text_evidence,17.718219757080078
result_2014.json,2014,0,0,High,text_evidence,20.214909553527832
result_2015.json,2015,1,1,High,text_evidence,9.502684831619263
result_2016.json,2016,0,0,High,text_evidence,22.80728554725647
result_2017.json,2017,1,1,High,text_evidence,10.796066522598267
result_2018.json,2018,0,0,High,text_evidence,17.339304447174072
result_2019.json,2019,1,0,High,text_evidence,11.71898889541626
result_202.json,202,0,1,High,text_evidence,12.871751308441162
result_2020.json,2020,0,1,High,text_evidence,25.78639817237854
result_2021.json,2021,1,1,High,text_evidence,12.844020366668701
result_2022.json,2022,0,0,High,text_evidence,30.083492040634155
result_2023.json,2023,1,1,High,text_evidence,11.354163646697998
result_2024.json,2024,0,0,High,image_evidence,17.183247804641724
result_2025.json,2025,1,0,High,text_evidence,12.691970109939575
result_2026.json,2026,0,0,High,text_evidence,19.461119890213013
result_2027.json,2027,1,1,High,text_evidence,12.407265186309814
result_2028.json,2028,0,1,High,text_evidence,17.74736213684082
result_2029.json,2029,1,1,High,text_evidence,17.719813108444214
result_203.json,203,1,1,High,image_evidence,14.395768404006958
result_2030.json,2030,0,0,High,text_evidence,18.666192054748535
result_2031.json,2031,1,1,High,image_evidence,14.499223709106445
result_2032.json,2032,0,0,High,text_evidence,14.884315490722656
result_2033.json,2033,1,0,High,text_evidence,23.731242656707764
result_2036.json,2036,0,0,High,text_evidence,18.06694197654724
result_2037.json,2037,1,1,High,text_evidence,17.80263113975525
result_2038.json,2038,0,0,High,text_evidence,11.125216245651245
result_2039.json,2039,1,1,High,image_evidence,14.920773983001709
result_204.json,204,0,0,High,image_evidence,11.415947914123535
result_2040.json,2040,0,0,High,text_evidence,6.877041339874268
result_2041.json,2041,1,1,High,text_evidence,8.960005044937134
result_2042.json,2042,0,0,High,text_evidence,14.476472616195679
result_2043.json,2043,1,1,High,image_evidence,14.12516736984253
result_2044.json,2044,0,0,High,image_evidence,9.172061920166016
result_2045.json,2045,1,1,High,image_evidence,18.107542276382446
result_2046.json,2046,0,0,High,image_evidence,15.339609861373901
result_2047.json,2047,1,0,High,text_evidence,12.77640175819397
result_2048.json,2048,0,1,High,image_evidence,11.946527242660522
result_2049.json,2049,1,1,High,image_evidence,12.156824827194214
result_205.json,205,1,0,High,text_evidence,14.323457717895508
result_2050.json,2050,0,1,High,text_evidence,15.609414100646973
result_2051.json,2051,1,1,High,text_evidence,9.805461883544922
result_2054.json,2054,0,0,High,text_evidence,11.705431699752808
result_2055.json,2055,1,0,High,text_evidence,14.263754844665527
result_2056.json,2056,0,1,High,text_evidence,17.72844648361206
result_2057.json,2057,1,1,High,image_evidence,13.163253545761108
result_2058.json,2058,0,0,High,image_evidence,14.808330059051514
result_2059.json,2059,1,0,High,text_evidence,10.18565320968628
result_206.json,206,0,0,High,image_evidence,30.412474632263184
result_2060.json,2060,0,0,High,text_evidence,14.48651123046875
result_2061.json,2061,1,0,High,text_evidence,8.621254682540894
result_2062.json,2062,0,0,High,image_evidence,10.810697793960571
result_2063.json,2063,1,1,High,image_evidence,10.651273488998413
result_2064.json,2064,0,0,High,image_evidence,20.71419596672058
result_2065.json,2065,1,1,High,text_evidence,20.960654258728027
result_2066.json,2066,0,0,High,text_evidence,11.496461391448975
result_2067.json,2067,1,1,High,image_evidence,21.1360125541687
result_2068.json,2068,0,0,High,text_evidence,12.405685424804688
result_2069.json,2069,1,1,High,image_evidence,14.444222927093506
result_207.json,207,1,1,High,image_evidence,12.519742965698242
result_2070.json,2070,0,0,High,text_evidence,8.795062065124512
result_2071.json,2071,1,1,High,text_evidence,9.50055480003357
result_2072.json,2072,0,0,High,text_evidence,21.07141351699829
result_2073.json,2073,1,1,High,image_evidence,14.168354749679565
result_2074.json,2074,0,1,High,text_evidence,19.74877095222473
result_2075.json,2075,1,0,High,image_evidence,27.211629152297974
result_2076.json,2076,0,0,High,text_evidence,13.867577314376831
result_2077.json,2077,1,1,High,text_evidence,11.964797258377075
result_2078.json,2078,0,0,High,text_evidence,10.64389967918396
result_2079.json,2079,1,1,High,image_evidence,13.505206108093262
result_208.json,208,0,0,High,image_evidence,24.836185216903687
result_2080.json,2080,0,0,High,text_evidence,17.20978617668152
result_2081.json,2081,1,1,High,image_evidence,12.465253353118896
result_2082.json,2082,0,1,High,text_evidence,24.345929384231567
result_2083.json,2083,1,1,High,text_evidence,14.714781999588013
result_2084.json,2084,0,1,High,text_evidence,9.908955574035645
result_2085.json,2085,1,1,High,image_evidence,18.36960768699646
result_2086.json,2086,0,0,High,text_evidence,9.451565265655518
result_2087.json,2087,1,1,High,image_evidence,11.756270170211792
result_2088.json,2088,0,0,High,text_evidence,11.613982439041138
result_2089.json,2089,1,1,High,text_evidence,20.29073476791382
result_209.json,209,1,1,High,text_evidence,17.673489093780518
result_2090.json,2090,0,0,High,text_evidence,10.170738220214844
result_2091.json,2091,1,1,High,image_evidence,16.36243963241577
result_2092.json,2092,0,0,High,text_evidence,19.48278784751892
result_2093.json,2093,1,1,High,text_evidence,17.83468532562256
result_2094.json,2094,0,1,High,text_evidence,10.259828805923462
result_2095.json,2095,1,1,High,text_evidence,12.947665929794312
result_2096.json,2096,0,0,High,image_evidence,18.960872411727905
result_2097.json,2097,1,0,High,text_evidence,17.535175800323486
result_2098.json,2098,0,0,High,image_evidence,11.985920429229736
result_2099.json,2099,1,0,High,image_evidence,20.15578317642212
result_21.json,21,1,1,High,image_evidence,11.891051054000854
result_210.json,210,0,0,High,text_evidence,13.13194727897644
result_2100.json,2100,0,0,High,image_evidence,20.832155466079712
result_2101.json,2101,1,0,High,image_evidence,26.270530462265015
result_2102.json,2102,0,1,High,text_evidence,17.28963541984558
result_2103.json,2103,1,1,High,image_evidence,14.196459293365479
result_2104.json,2104,0,1,High,text_evidence,8.291446685791016
result_2105.json,2105,1,1,High,text_evidence,7.979187488555908
result_2106.json,2106,0,0,High,image_evidence,18.566262006759644
result_2107.json,2107,1,1,High,text_evidence,8.048102855682373
result_2108.json,2108,0,1,High,text_evidence,11.065483808517456
result_2109.json,2109,1,0,High,image_evidence,13.122810125350952
result_211.json,211,1,1,High,text_evidence,12.456687211990356
result_2110.json,2110,0,0,High,text_evidence,35.02011227607727
result_2111.json,2111,1,1,High,text_evidence,20.7055561542511
result_2112.json,2112,0,0,High,text_evidence,10.216448307037354
result_2113.json,2113,1,1,High,image_evidence,14.451678991317749
result_2114.json,2114,0,1,High,image_evidence,9.794814109802246
result_2115.json,2115,1,1,High,text_evidence,12.178954839706421
result_2116.json,2116,0,0,High,text_evidence,15.96485447883606
result_2117.json,2117,1,0,High,image_evidence,14.225544691085815
result_2118.json,2118,0,0,High,text_evidence,18.772790908813477
result_2119.json,2119,1,1,High,image_evidence,13.914658784866333
result_212.json,212,0,0,High,image_evidence,14.43515920639038
result_2120.json,2120,0,0,High,text_evidence,15.464089632034302
result_2121.json,2121,1,0,High,text_evidence,15.406540632247925
result_2122.json,2122,0,0,High,image_evidence,14.34489917755127
result_2123.json,2123,1,1,High,image_evidence,23.576959133148193
result_2124.json,2124,0,0,High,image_evidence,17.289040565490723
result_2125.json,2125,1,0,High,text_evidence,10.050427913665771
result_2126.json,2126,0,0,High,image_evidence,23.444721937179565
result_2127.json,2127,1,0,High,image_evidence,15.85162353515625
result_2128.json,2128,0,0,High,text_evidence,18.496150493621826
result_2129.json,2129,1,1,High,text_evidence,14.975161790847778
result_213.json,213,1,1,High,text_evidence,16.99394702911377
result_2130.json,2130,0,0,High,text_evidence,11.37356948852539
result_2131.json,2131,1,1,High,text_evidence,13.225000381469727
result_2132.json,2132,0,0,High,text_evidence,14.64706039428711
result_2133.json,2133,1,0,High,text_evidence,15.810824155807495
result_2134.json,2134,0,0,High,text_evidence,14.083948135375977
result_2135.json,2135,1,1,High,text_evidence,17.852652549743652
result_2136.json,2136,0,1,High,image_evidence,12.134024858474731
result_2137.json,2137,1,1,High,image_evidence,10.460881233215332
result_2138.json,2138,0,0,High,text_evidence,11.617281198501587
result_2139.json,2139,1,1,High,text_evidence,11.223024129867554
result_214.json,214,0,0,High,text_evidence,11.233690977096558
result_2140.json,2140,0,0,High,text_evidence,11.35598087310791
result_2141.json,2141,1,1,High,image_evidence,19.97958254814148
result_2142.json,2142,0,0,High,image_evidence,12.396372079849243
result_2143.json,2143,1,0,High,image_evidence,19.004059553146362
result_2144.json,2144,0,0,High,text_evidence,13.542495012283325
result_2145.json,2145,1,1,High,image_evidence,28.4919753074646
result_2146.json,2146,0,1,High,image_evidence,17.580803632736206
result_2147.json,2147,1,1,High,image_evidence,17.068454265594482
result_2148.json,2148,0,1,High,text_evidence,14.482194662094116
result_2149.json,2149,1,1,High,image_evidence,16.71008014678955
result_215.json,215,1,1,High,image_evidence,17.297467708587646
result_2150.json,2150,0,1,High,text_evidence,10.307146549224854
result_2151.json,2151,1,0,High,image_evidence,8.559223413467407
result_2152.json,2152,0,0,High,text_evidence,10.736584424972534
result_2153.json,2153,1,0,High,image_evidence,17.88500738143921
result_2154.json,2154,0,0,High,image_evidence,15.11188268661499
result_2155.json,2155,1,0,High,text_evidence,10.109318017959595
result_2156.json,2156,0,0,High,text_evidence,11.088989019393921
result_2157.json,2157,1,1,High,text_evidence,8.028877258300781
result_2158.json,2158,0,0,High,image_evidence,11.411479473114014
result_2159.json,2159,1,0,High,text_evidence,13.261296272277832
result_216.json,216,0,1,High,text_evidence,14.292475461959839
result_2160.json,2160,0,0,High,text_evidence,17.042258739471436
result_2161.json,2161,1,1,High,image_evidence,15.590174198150635
result_2162.json,2162,0,0,High,text_evidence,14.088195323944092
result_2163.json,2163,1,0,High,image_evidence,15.255473136901855
result_2164.json,2164,0,0,High,text_evidence,19.89296817779541
result_2165.json,2165,1,1,High,text_evidence,7.5786309242248535
result_2166.json,2166,0,0,High,image_evidence,13.700366020202637
result_2168.json,2168,0,1,High,text_evidence,10.305718660354614
result_2169.json,2169,1,1,High,image_evidence,16.454023599624634
result_217.json,217,1,1,High,image_evidence,14.200212717056274
result_2170.json,2170,0,0,High,text_evidence,11.810619592666626
result_2171.json,2171,1,1,High,text_evidence,10.953269958496094
result_2172.json,2172,0,0,High,text_evidence,15.388073921203613
result_2173.json,2173,1,1,High,text_evidence,15.789519548416138
result_2174.json,2174,0,1,High,image_evidence,12.212544918060303
result_2175.json,2175,1,0,High,image_evidence,17.336597681045532
result_2176.json,2176,0,1,High,text_evidence,10.136661052703857
result_2177.json,2177,1,1,High,text_evidence,9.968627214431763
result_2178.json,2178,0,0,High,text_evidence,26.7853901386261
result_2179.json,2179,1,0,High,text_evidence,16.10389804840088
result_218.json,218,0,1,High,image_evidence,8.846822500228882
result_2181.json,2181,1,1,High,image_evidence,10.822659969329834
result_2182.json,2182,0,0,High,text_evidence,10.93995714187622
result_219.json,219,1,1,High,image_evidence,11.097283124923706
result_22.json,22,0,0,High,image_evidence,13.61134672164917
result_220.json,220,0,1,High,text_evidence,12.940873861312866
result_221.json,221,1,1,High,image_evidence,14.925968885421753
result_222.json,222,0,0,High,image_evidence,15.564428567886353
result_223.json,223,1,1,High,text_evidence,10.83171558380127
result_224.json,224,0,0,High,text_evidence,8.041613578796387
result_225.json,225,1,1,High,text_evidence,12.988339900970459
