file,index,ground_truth,predicted,confidence,evidence_type,inference_time
result_2030.json,2030,0,0,High,no_evidence,24.492315530776978
result_2031.json,2031,1,1,High,no_evidence,16.31948232650757
result_2032.json,2032,0,0,High,no_evidence,39.42849612236023
result_2033.json,2033,1,0,High,no_evidence,11.366408348083496
result_2034.json,2034,0,0,High,no_evidence,23.882031679153442
result_2035.json,2035,1,0,High,no_evidence,26.702009201049805
result_2036.json,2036,0,0,High,no_evidence,17.67945885658264
result_2037.json,2037,1,0,High,no_evidence,12.4837167263031
result_2038.json,2038,0,0,High,no_evidence,24.89100694656372
result_2039.json,2039,1,1,High,no_evidence,13.436033010482788
result_2040.json,2040,0,0,High,no_evidence,12.18921184539795
result_2041.json,2041,1,0,High,no_evidence,7.641624212265015
result_2042.json,2042,0,1,High,no_evidence,11.916130781173706
result_2043.json,2043,1,1,High,no_evidence,24.675882577896118
result_2044.json,2044,0,0,High,no_evidence,12.047820806503296
result_2045.json,2045,1,1,Low,no_evidence,7.114276647567749
result_21.json,21,1,1,High,no_evidence,14.233009815216064
result_22.json,22,0,0,High,no_evidence,19.475282192230225
result_23.json,23,1,1,Medium,no_evidence,14.511792659759521
result_24.json,24,0,1,High,no_evidence,42.37142562866211
result_25.json,25,1,1,Low,no_evidence,13.478347778320312
result_26.json,26,0,1,High,no_evidence,40.9231116771698
result_27.json,27,1,1,High,no_evidence,20.497013330459595
result_28.json,28,0,0,High,no_evidence,17.826728105545044
result_29.json,29,1,1,High,no_evidence,12.6440749168396
result_3.json,3,1,1,High,no_evidence,8.695753335952759
result_30.json,30,0,0,High,no_evidence,10.765597105026245
result_3000.json,3000,0,0,High,no_evidence,28.62882685661316
result_3001.json,3001,1,1,High,no_evidence,17.21602439880371
result_3002.json,3002,0,0,High,no_evidence,26.229527235031128
result_3003.json,3003,1,0,High,no_evidence,11.154797315597534
result_3004.json,3004,0,0,High,no_evidence,34.08270072937012
result_3005.json,3005,1,0,High,no_evidence,15.845786571502686
result_3006.json,3006,0,0,High,no_evidence,35.449509620666504
result_3007.json,3007,1,0,High,no_evidence,14.537619352340698
result_3008.json,3008,0,0,High,no_evidence,14.356229782104492
result_3009.json,3009,1,0,High,no_evidence,12.570287227630615
result_3010.json,3010,0,0,High,no_evidence,20.694568634033203
result_3011.json,3011,1,0,High,no_evidence,9.930349349975586
result_3012.json,3012,0,1,High,no_evidence,18.632105588912964
result_3013.json,3013,1,0,High,no_evidence,13.699304342269897
result_3014.json,3014,0,1,High,no_evidence,26.402106761932373
result_3015.json,3015,1,1,High,no_evidence,14.908569097518921
result_3016.json,3016,0,0,High,no_evidence,20.89779281616211
result_3017.json,3017,1,1,High,no_evidence,19.53511357307434
result_3018.json,3018,0,0,High,no_evidence,13.867324113845825
result_3019.json,3019,1,0,High,no_evidence,11.057152032852173
result_3020.json,3020,0,0,High,no_evidence,24.595253467559814
result_3021.json,3021,1,1,High,no_evidence,17.80599308013916
result_3022.json,3022,0,0,High,no_evidence,19.257190465927124
result_3023.json,3023,1,1,High,no_evidence,12.457019805908203
result_3024.json,3024,0,0,High,no_evidence,14.006609916687012
result_3025.json,3025,1,0,High,no_evidence,9.904572248458862
result_3026.json,3026,0,0,High,no_evidence,14.146721363067627
result_3027.json,3027,1,0,High,no_evidence,6.608816623687744
result_3028.json,3028,0,1,High,no_evidence,28.81747007369995
result_3029.json,3029,1,1,High,no_evidence,19.094619035720825
result_3030.json,3030,0,0,High,no_evidence,27.976190328598022
result_3031.json,3031,1,0,High,no_evidence,13.856803178787231
result_3032.json,3032,0,0,High,no_evidence,17.975327968597412
result_3033.json,3033,1,0,High,no_evidence,8.822665929794312
result_3034.json,3034,0,0,High,no_evidence,32.0252685546875
result_3035.json,3035,1,0,High,no_evidence,17.843943119049072
result_3036.json,3036,0,0,High,no_evidence,23.774497032165527
result_3037.json,3037,1,0,High,no_evidence,24.54338264465332
result_3038.json,3038,0,0,High,no_evidence,14.53080153465271
result_3039.json,3039,1,0,High,no_evidence,29.752907752990723
result_31.json,31,1,1,High,no_evidence,16.202900409698486
result_32.json,32,0,0,High,no_evidence,13.73579740524292
result_33.json,33,1,1,High,no_evidence,15.353864431381226
result_34.json,34,0,0,High,no_evidence,21.183104753494263
result_35.json,35,1,1,High,no_evidence,26.303133487701416
result_36.json,36,0,0,High,no_evidence,28.447853803634644
result_37.json,37,1,1,High,no_evidence,15.534997463226318
result_38.json,38,0,1,High,no_evidence,27.29186248779297
result_39.json,39,1,1,High,no_evidence,24.06927490234375
result_40.json,40,0,0,High,no_evidence,8.503995656967163
result_4000.json,4000,0,0,High,no_evidence,30.542747974395752
result_4001.json,4001,1,1,High,no_evidence,28.507164478302002
result_4002.json,4002,0,0,High,no_evidence,18.38284420967102
result_4003.json,4003,1,1,High,no_evidence,35.379350900650024
result_4004.json,4004,0,0,High,no_evidence,11.01601791381836
result_4005.json,4005,1,1,High,no_evidence,11.750460386276245
result_4006.json,4006,0,0,High,no_evidence,14.656920909881592
result_4007.json,4007,1,1,High,no_evidence,13.416093349456787
result_4008.json,4008,0,0,High,no_evidence,16.027234315872192
result_4009.json,4009,1,1,High,no_evidence,11.864549398422241
result_4010.json,4010,0,0,High,no_evidence,56.8852162361145
result_4011.json,4011,1,1,High,no_evidence,17.562824964523315
result_4012.json,4012,0,0,High,no_evidence,20.010626554489136
result_4013.json,4013,1,1,High,no_evidence,17.959331512451172
result_4014.json,4014,0,0,High,no_evidence,23.226290464401245
result_4015.json,4015,1,1,High,no_evidence,33.60460615158081
result_4016.json,4016,0,0,High,no_evidence,40.76466155052185
result_4017.json,4017,1,1,High,no_evidence,21.271780490875244
result_4018.json,4018,0,0,High,no_evidence,20.161691427230835
result_4019.json,4019,1,1,Low,no_evidence,9.621849060058594
result_4020.json,4020,0,0,High,no_evidence,17.039471864700317
result_4021.json,4021,1,1,High,no_evidence,18.3578360080719
result_4022.json,4022,0,0,High,no_evidence,14.219908237457275
result_4023.json,4023,1,1,Low,no_evidence,9.711623907089233
result_4024.json,4024,0,0,High,no_evidence,13.726357460021973
result_4025.json,4025,1,1,High,no_evidence,10.300395488739014
result_4028.json,4028,0,0,High,no_evidence,22.95789337158203
result_4029.json,4029,1,0,Medium,no_evidence,8.244632482528687
result_4030.json,4030,0,1,High,no_evidence,50.4353609085083
result_4031.json,4031,1,1,High,no_evidence,11.336997270584106
result_4032.json,4032,0,0,High,no_evidence,23.892977237701416
result_4033.json,4033,1,0,High,no_evidence,16.15820050239563
result_4034.json,4034,0,0,High,no_evidence,14.463539838790894
result_4035.json,4035,1,1,High,no_evidence,12.995165586471558
result_4036.json,4036,0,0,High,no_evidence,25.72382164001465
result_4037.json,4037,1,1,High,no_evidence,21.57086706161499
result_4038.json,4038,0,0,High,no_evidence,66.76268720626831
result_41.json,41,1,1,High,no_evidence,7.566224813461304
result_42.json,42,0,0,High,no_evidence,15.252665042877197
result_43.json,43,1,1,High,no_evidence,39.8805365562439
result_44.json,44,0,0,High,no_evidence,8.151374578475952
result_45.json,45,1,1,High,no_evidence,7.53728985786438
result_46.json,46,0,0,High,no_evidence,23.497936964035034
result_47.json,47,1,1,High,no_evidence,12.989220142364502
result_5000.json,5000,0,0,High,no_evidence,29.735734462738037
result_5001.json,5001,1,0,High,no_evidence,14.060206413269043
result_5002.json,5002,0,0,High,no_evidence,23.651151657104492
result_5003.json,5003,1,1,High,no_evidence,11.141111135482788
result_5004.json,5004,0,0,High,no_evidence,33.1257860660553
result_5005.json,5005,1,1,High,no_evidence,28.156527042388916
result_5006.json,5006,0,1,High,no_evidence,24.249983072280884
result_5007.json,5007,1,1,High,no_evidence,30.738017559051514
result_5008.json,5008,0,0,High,no_evidence,21.087634563446045
result_5009.json,5009,1,1,High,no_evidence,18.8917818069458
result_5012.json,5012,0,0,High,no_evidence,19.604114055633545
result_5013.json,5013,1,0,High,no_evidence,11.9156174659729
result_5014.json,5014,0,0,High,no_evidence,18.555064916610718
result_5016.json,5016,0,0,High,no_evidence,15.147004842758179
result_5017.json,5017,1,1,High,no_evidence,12.499893188476562
result_5018.json,5018,0,0,High,no_evidence,16.073071241378784
result_5019.json,5019,1,1,Low,no_evidence,6.65120005607605
result_5020.json,5020,0,0,High,no_evidence,10.423923254013062
result_5021.json,5021,1,1,High,no_evidence,12.259155511856079
result_5022.json,5022,0,0,High,no_evidence,22.97870683670044
result_5023.json,5023,1,1,High,no_evidence,19.630017280578613
result_5024.json,5024,0,0,High,no_evidence,47.54259443283081
result_5025.json,5025,1,1,High,no_evidence,11.973493337631226
result_5026.json,5026,0,0,High,no_evidence,9.013035535812378
result_5027.json,5027,1,1,High,no_evidence,21.581623315811157
result_5028.json,5028,0,0,High,no_evidence,16.125187397003174
result_5029.json,5029,1,1,High,no_evidence,13.624969005584717
result_5030.json,5030,0,0,High,no_evidence,6.035701036453247
result_5031.json,5031,1,1,High,no_evidence,5.671239614486694
result_5032.json,5032,0,0,High,no_evidence,9.537237644195557
result_5033.json,5033,1,1,High,no_evidence,31.43019962310791
result_5034.json,5034,0,0,High,no_evidence,26.689026832580566
result_5035.json,5035,1,1,High,no_evidence,16.527674436569214
result_5036.json,5036,0,0,High,no_evidence,59.23547625541687
result_5037.json,5037,1,1,High,no_evidence,68.67666435241699
result_5038.json,5038,0,0,High,no_evidence,23.887478351593018
result_5039.json,5039,1,1,High,no_evidence,41.775734663009644
result_5040.json,5040,0,0,High,no_evidence,15.16599154472351
result_6.json,6,0,0,High,no_evidence,32.39665627479553
result_7.json,7,1,0,High,no_evidence,20.508824348449707
result_8.json,8,0,0,High,no_evidence,27.79583430290222
result_9.json,9,1,1,High,no_evidence,17.504374027252197
